edad_anios,antiguedad_laboral_anios,amt_income_total,amt_credit,amt_annuity,calificacion_region_ciudad,CODE_GENDER,ORGANIZATION_TYPE,NAME_EDUCATION_TYPE,default
22,4.0,65455.03302828043,237802.22102969725,18130.918502994522,1,M,Business Entity,Higher education,0
20,2.0,30090.524367558246,58265.78966020939,4668.876207451513,2,F,Business Entity,Higher education,0
18,0.0,34914.84526713912,61961.28593150679,3998.8417213541534,3,F,Government,Secondary / secondary special,0
21,3.0,58400.22462371538,179228.53797124745,20855.691881696555,3,F,Other,Higher education,0
57,12.831060031588244,49103.98623764719,90429.47824393352,10513.239935914995,2,F,Other,Secondary / secondary special,0
52,0.07989413213204075,22865.5406531655,92551.89634383789,9925.504824063317,2,F,Self-employed,Secondary / secondary special,1
49,6.545250490952375,45117.51540176793,220682.964106695,25486.42358063953,2,F,Business Entity,Secondary / secondary special,0
59,10.979720244435802,39486.89230081008,137949.05163746755,13322.148753562025,1,F,Self-employed,Secondary / secondary special,1
51,0.31829232181757106,23020.336184366206,53478.33680747518,3552.3322593103026,2,F,Business Entity,Lower secondary,0
60,2.9897684052284874,18119.817418051032,80655.33663768492,8324.819322690439,3,M,School,Secondary / secondary special,1
42,1.1453016923248096,13826.02780443813,62021.65014310611,4513.274214617832,2,F,Business Entity,Higher education,1
27,4.179526940548768,31344.307718108797,127406.80310972419,10298.765625817932,2,F,Other,Secondary / secondary special,0
38,5.242585718977689,35347.98607247856,129124.87276402256,8936.023738244063,2,M,Business Entity,Incomplete higher,0
63,1.8021469361641178,46736.88815444028,212058.0483781552,16891.17301746063,3,F,Self-employed,Secondary / secondary special,1
56,3.080760974796914,54733.94210598533,113382.50429992977,11060.714504277592,2,M,Business Entity,Incomplete higher,0
44,1.6379355297449494,29527.30119081061,140567.6831060683,8116.763078383097,2,M,Self-employed,Higher education,0
44,2.3053476031951794,34838.01053648154,167752.37232807427,9623.028451078797,2,F,Business Entity,Secondary / secondary special,0
19,0.86902933226286,24850.641336633675,113119.45607563923,11070.311233159035,2,M,Other,Secondary / secondary special,0
58,10.838498743750531,37934.611647391146,90182.60176642207,9430.4561418697,2,M,Self-employed,Higher education,0
65,0.05030425812545698,58938.76725493982,265438.06749134674,23518.520949881033,3,F,Business Entity,Secondary / secondary special,1
30,10.702721812937178,38199.25992526786,123831.82979746904,7766.097229550397,2,F,Business Entity,Secondary / secondary special,0
26,4.239410402466321,64968.817305310746,232734.9246188139,18654.39761520397,2,F,Government,Higher education,0
53,2.0147751363203197,58447.88784580383,259631.48994402876,26760.811333297213,3,F,Business Entity,Secondary / secondary special,0
39,6.419720115808033,75270.90246471326,120699.8996194466,11828.749137590627,2,F,Business Entity,Secondary / secondary special,0
59,3.543864664778886,38739.54593315691,107320.12817214149,6191.36080989586,2,F,Government,Secondary / secondary special,1
43,3.456830419349922,27827.636165964173,121187.31908625568,14280.750360536025,2,F,Self-employed,Secondary / secondary special,1
29,0.5834684874227547,49544.01579265202,215459.0840100983,14141.75860287467,3,F,Business Entity,Secondary / secondary special,0
34,2.4675161815037936,30138.19254012569,134730.00932426134,8815.016066709646,2,M,Government,Higher education,0
31,1.3791914116507173,48772.690761857804,102044.93783601158,8387.074189974288,2,M,Self-employed,Higher education,0
31,0.07910195322218508,26071.50792277899,103519.61184316724,7547.306310628358,2,F,Other,Secondary / secondary special,1
51,2.232213939218929,23999.711154245724,48305.69922478613,5742.5341458595,2,M,Other,Secondary / secondary special,1
37,0.47057618200908613,66717.5283844402,283405.58801531163,15687.71344240274,2,M,School,Secondary / secondary special,0
28,1.484152545223461,21888.415091701187,51611.591710998364,3687.6865939825793,2,F,Other,Incomplete higher,0
33,0.48540014182065727,60543.89325959719,247162.09199361491,18979.71328732759,2,F,School,Secondary / secondary special,1
48,0.5320365698914058,48679.60754236366,150541.96208733236,12727.138063084525,1,M,Business Entity,Lower secondary,0
23,1.109542162033414,38068.74121352755,188513.4419217494,9642.17036051474,3,F,Business Entity,Secondary / secondary special,0
36,18.0,14096.44016302454,49755.19564576192,2774.6158610227085,3,M,Other,Secondary / secondary special,1
54,0.010932657880475788,76330.62866648358,283494.07493305166,19290.829178868178,2,F,Other,Secondary / secondary special,1
21,3.0,22755.909882851574,63456.499926015924,5633.677310185425,2,F,Other,Secondary / secondary special,0
64,0.7613504846496124,58487.99572841302,238094.13508376825,24700.840310486914,2,M,Government,Secondary / secondary special,1
21,3.0,25707.282570090436,83088.5014103039,8147.215953587653,3,F,School,Higher education,0
37,0.4915543000624362,24696.5390568047,38606.45034265222,3462.679856657663,2,F,Business Entity,Lower secondary,0
27,9.0,50731.79208897835,184158.21095758662,14328.668784728654,3,M,Business Entity,Lower secondary,0
41,4.71993359002721,47535.52087216697,209470.43348846195,23240.454512076296,2,M,Government,Secondary / secondary special,1
52,0.0063444080268320905,20485.062201202836,47705.73976345568,3920.6522391070357,2,M,Self-employed,Secondary / secondary special,0
43,11.221920460256197,74486.97525332605,169362.75947052025,12015.897639131663,2,F,Business Entity,Secondary / secondary special,0
54,3.687709010834558,32760.44650038355,118956.51104473093,11188.27122008805,2,M,Self-employed,Secondary / secondary special,1
55,1.5235968342865138,37588.90979159087,163997.68700270663,16145.252450738193,2,M,Government,Secondary / secondary special,1
38,7.289578652892325,31302.748620272097,74302.4323314951,5787.633204906512,2,F,Other,Secondary / secondary special,0
57,13.063624235715295,20923.28734060716,99655.92866197096,5179.12156967433,2,M,Business Entity,Higher education,0
56,3.305247564945663,52449.82255634283,248919.29188081497,14086.144840822803,2,M,Government,Secondary / secondary special,0
38,1.8957237960452478,41972.72776873546,92418.84063484285,10091.390877906546,1,F,School,Higher education,1
27,7.778185515911094,24281.19782516257,58839.30196095395,3174.8719127397567,2,M,Business Entity,Incomplete higher,0
55,5.725147941710911,58224.800301348856,230109.99095789035,21041.5743639916,1,F,Business Entity,Secondary / secondary special,0
63,10.97998842015079,37324.99433479745,180319.5066612117,11334.822335789395,3,F,Business Entity,Higher education,0
21,3.0,37729.15845481543,150335.20525432515,9925.857931477593,2,F,Government,Secondary / secondary special,0
62,1.3954510349837335,88279.16003523604,269882.6494951252,18657.899002297872,2,F,Government,Secondary / secondary special,0
37,13.416245271449869,16252.468830382302,33992.11514838629,1790.718122035346,2,F,Other,Secondary / secondary special,0
34,0.5537402743531882,16145.522493302014,50269.640834211554,3137.1507919035644,1,F,Self-employed,Secondary / secondary special,0
24,1.5594827892126997,18069.802739804338,65479.31419391744,6255.566210534744,2,M,Business Entity,Secondary / secondary special,1
21,3.0,43556.60417446715,115787.90233341376,9831.57389081835,3,M,Other,Secondary / secondary special,1
46,4.170582557492423,30347.766686744282,99719.79860765024,10551.654640156112,2,F,Other,Higher education,0
31,0.07714501952600447,31578.341651215447,61759.32428944998,3352.725192780291,2,M,Government,Higher education,0
20,2.0,22669.86512954575,69883.44939301707,7842.522006765651,2,F,Business Entity,Secondary / secondary special,0
41,2.2440084830558256,83501.98115050624,151782.8342498802,18175.675237482523,2,F,Business Entity,Secondary / secondary special,0
54,2.6079041122933027,98766.02865017416,165118.0960687826,8437.831600931746,3,M,Self-employed,Secondary / secondary special,0
33,8.287092563414085,56922.859117127904,256172.2029840288,30160.38425914967,2,F,School,Secondary / secondary special,1
21,2.3844032429708353,17091.852442219617,37906.06327527417,2521.1470483147205,2,F,Business Entity,Secondary / secondary special,0
41,0.24188185056747416,28468.445323744738,100010.89112540353,9848.874503904024,2,M,School,Secondary / secondary special,1
51,0.9705929678470476,54925.36635410515,111028.31358255664,7824.591719841004,2,F,Business Entity,Secondary / secondary special,0
47,15.606837176784172,35492.80667716669,85851.6511417338,7428.477363011408,2,M,Other,Secondary / secondary special,0
35,0.3650333070320724,57017.31215863515,157635.0769607115,13513.944123649273,2,F,Other,Secondary / secondary special,0
36,2.191991513544113,67772.22208996478,135738.78287300278,10218.06042249338,2,F,Business Entity,Secondary / secondary special,0
48,3.4976290748270182,94239.79874699004,156519.86979145254,15687.716361496357,1,F,Business Entity,Secondary / secondary special,0
36,3.398991644631632,26175.19330134156,119622.1857609701,11002.197151624063,3,M,Business Entity,Higher education,0
66,0.019839021734804067,37821.858191540705,58299.17672958087,4989.2079981115985,2,M,Business Entity,Higher education,0
63,3.477376757814987,29132.752744577723,49951.700725326424,5934.199698168176,2,F,Business Entity,Secondary / secondary special,0
36,2.4206949862733405,13354.502595266571,57661.43780694502,6677.232141340168,1,F,Self-employed,Secondary / secondary special,1
39,17.891941001583316,51575.078785470425,128268.72583351008,14992.113990568552,1,F,Business Entity,Secondary / secondary special,0
41,0.8667639870907291,48132.88491821086,193969.31967266716,21664.952606231895,2,F,Government,Secondary / secondary special,0
62,2.1859724918289194,27628.052306441776,55581.84272745672,3771.8324100530176,2,F,Business Entity,Higher education,0
29,2.7191679179468613,16333.479772301122,38064.947902094325,2835.774752136351,3,M,Business Entity,Secondary / secondary special,0
47,2.4771695734769845,29969.586722080232,105034.94428595652,6950.563850666097,3,F,Business Entity,Higher education,0
55,5.480539550994844,52342.46796358065,259630.44090857654,30904.429848474887,3,F,Government,Secondary / secondary special,0
48,1.2136254821213117,70874.53215759399,124530.49685373159,7557.298937145285,2,M,Business Entity,Higher education,0
53,1.2491804473305799,25430.65636058921,73798.2667131386,5583.2685959735045,2,F,Other,Secondary / secondary special,1
36,6.532075844856426,63186.64069160428,104307.45724084196,6668.700109473057,3,F,Business Entity,Secondary / secondary special,0
65,3.468641933919624,49574.67799686436,108930.07059625404,7150.362297348998,2,M,Government,Secondary / secondary special,0
62,2.6820479004154274,44650.332826255784,208791.5910642153,14050.870635263549,2,M,Other,Higher education,0
53,0.9268493008304639,19019.573786147335,34950.56589429234,3312.5079414909437,2,F,Government,Secondary / secondary special,0
47,1.0383643523111012,19437.359910395564,87448.59913855462,4837.958719131024,2,M,Government,Secondary / secondary special,0
66,0.05303850028512604,23971.167152196795,50874.279721580315,4582.607131857835,2,F,Business Entity,Higher education,1
50,0.47939618717395055,30847.35354404703,139314.26675624857,14955.391626810879,3,F,Other,Secondary / secondary special,0
35,4.069107274373338,89355.04967131118,302295.00184782286,31334.891544943705,2,M,Government,Secondary / secondary special,0
66,11.122250095798682,26078.91597496801,119277.74719281486,7226.0867323706825,1,F,Business Entity,Lower secondary,0
45,1.6925248620611004,53403.18712337512,108459.88411424372,12367.813062193309,2,M,Business Entity,Secondary / secondary special,1
64,1.9856042862305376,28785.249965201558,119951.81908985804,12463.75290241027,2,M,Government,Secondary / secondary special,1
28,0.6142608699699701,45998.02116688234,178584.79125805863,8995.525909468943,2,M,Business Entity,Secondary / secondary special,0
62,2.4602724257287067,35189.725054230024,119654.4557692654,12158.825645848214,2,F,Self-employed,Secondary / secondary special,1
50,0.18966058251388748,39676.389407210816,172078.7110497396,17486.555589505595,2,M,Business Entity,Secondary / secondary special,0
34,12.480891459413765,43687.06745106107,164655.07559776588,13958.98403085308,2,M,School,Secondary / secondary special,1
23,5.0,32057.016030988198,146489.79967376063,7796.006827338261,2,F,Business Entity,Secondary / secondary special,1
21,3.0,43793.120610808706,124097.33285659201,11242.401260227332,2,F,School,Secondary / secondary special,0
37,10.720355275734484,67302.85349034453,239916.57656824018,24855.902711407733,2,M,Business Entity,Higher education,0
65,3.202684409149766,24907.949594453818,113259.01105485769,7810.47548656816,2,M,Government,Higher education,0
64,3.666566025860652,65705.17125298239,147958.13892276312,14306.778993632217,2,F,Other,Higher education,0
44,1.0571622642785086,31805.62682124575,101781.01935257323,7610.6587911323,2,F,Other,Secondary / secondary special,0
32,3.099849247244481,30166.998763607688,146689.93886423385,13227.00806808783,2,F,Business Entity,Higher education,1
23,5.0,51522.798637376785,162688.7138405485,12513.951193378462,2,M,School,Secondary / secondary special,0
64,0.26096019403318166,30620.359457461418,73026.58891280508,5204.115905090449,2,M,School,Secondary / secondary special,0
31,9.959234450744084,42598.93897607832,116242.57190972756,12776.68759261541,2,F,Other,Secondary / secondary special,0
28,2.0847626959169325,40654.87174033354,186922.74234436767,19209.803145590817,2,F,Self-employed,Higher education,1
56,11.488622877169437,12813.523394183701,62044.24163712585,4602.531149765908,2,F,Business Entity,Secondary / secondary special,0
26,8.0,44747.57539204142,215923.9098888468,17365.510933769812,3,F,Business Entity,Secondary / secondary special,0
43,5.556434673580287,17666.918338387124,69718.93107509067,6861.684157822446,2,F,Self-employed,Higher education,0
33,5.459530923549847,18353.199769062772,60264.68809260856,6434.793085787851,1,M,Business Entity,Higher education,0
22,3.014287344928088,43618.291570034715,93317.46465797842,9136.14264543382,1,F,Other,Secondary / secondary special,0
27,9.0,47490.97080596265,91718.05541316258,8058.826259082719,1,M,Other,Secondary / secondary special,0
67,16.30015062731377,66338.43545047662,113384.53452659787,13244.10825819139,1,F,Self-employed,Secondary / secondary special,0
20,2.0,21063.905318411744,32901.86609579168,3428.047184884972,2,F,Business Entity,Secondary / secondary special,0
30,4.86346863176759,25068.32805496889,114647.70529350049,6660.049172787779,2,F,School,Higher education,0
60,4.667094116382781,45806.57400011284,198425.01369080527,17673.663766882873,2,M,School,Incomplete higher,0
66,9.467961126555547,66979.28889919612,233581.8863556791,18375.645218452442,1,F,Self-employed,Secondary / secondary special,0
47,3.8957455081589414,39978.11250788487,199711.91598135114,21098.664136441694,2,M,Business Entity,Secondary / secondary special,0
62,8.144630045346151,23411.91887685593,113212.6006145988,6014.579305733583,2,M,Business Entity,Secondary / secondary special,0
23,3.555387411537585,77126.98603927583,292533.5105937251,23037.204076015012,2,F,Business Entity,Secondary / secondary special,0
34,0.3223954143812268,31850.76676243957,99565.84676862095,7196.553897481003,2,F,Business Entity,Secondary / secondary special,0
62,2.4221114732113573,32350.983048587754,65756.52747401723,3937.699378878231,2,F,Other,Secondary / secondary special,0
36,2.938901943652559,17713.39311150769,58535.294821411226,4478.903480956212,2,F,Other,Secondary / secondary special,1
59,0.7635258877681457,52158.57296744321,107034.75650439775,10392.648801829562,1,M,Self-employed,Secondary / secondary special,0
52,0.540690342940965,55620.25957371374,160997.26675437298,12125.903903220385,2,M,Other,Higher education,0
63,3.8335913267769115,25516.599835726083,122461.01074432835,11095.023939136912,2,M,Business Entity,Secondary / secondary special,0
43,0.444941029359768,87168.95531933114,235088.2623244154,21509.82976571594,2,F,Government,Secondary / secondary special,1
22,1.8044560128925513,27076.88812795221,55094.84589729475,5019.018089754194,3,F,School,Secondary / secondary special,0
46,6.824562475293171,49643.723143562056,175658.7599469297,15294.12198336653,3,F,School,Secondary / secondary special,0
54,16.681569851777482,40612.23287901301,146540.08873025686,8527.047087123376,3,F,Business Entity,Higher education,0
37,6.326946895545504,13190.100993689133,28732.19284958399,1875.979891013655,1,F,Other,Secondary / secondary special,0
66,24.548668730062268,47664.95647447435,104293.45370367002,11055.595785560423,3,M,School,Incomplete higher,0
38,5.992239992376839,45572.61756252958,226196.23604073987,19264.134591812806,2,M,Self-employed,Secondary / secondary special,0
27,1.7392448290108637,15015.05536956892,35307.65878223324,3510.4760534752086,2,F,Self-employed,Secondary / secondary special,1
22,4.0,77859.92336129703,345205.37160799373,31031.765887632828,3,F,Business Entity,Secondary / secondary special,0
53,6.055939943006826,45665.310331487184,143669.15757170366,7572.559617505067,3,F,Business Entity,Higher education,0
23,2.323902345565949,67487.6951865572,203979.01685794722,21567.7139698096,2,F,Other,Higher education,0
43,0.08936309291671535,15397.283759848191,38991.59571034534,2125.1469946401885,3,F,School,Secondary / secondary special,0
21,3.0,29577.932891501987,124475.48555293342,14441.917636169015,2,M,Other,Secondary / secondary special,1
56,0.10969502453819488,65532.48500809773,300290.36286005937,19541.811120937957,2,M,Business Entity,Secondary / secondary special,0
56,4.987342307604282,16578.37347117634,40019.30024133788,3436.394483111538,2,F,Other,Higher education,0
67,0.8933401278286699,30014.771493284887,55012.22404092877,2995.4795767380747,3,M,Other,Secondary / secondary special,1
52,4.168988156811686,44500.281157493635,88075.77683402831,9921.319354245605,2,F,Business Entity,Secondary / secondary special,0
18,0.0,14082.805091538276,60201.34943329202,7139.628269880946,3,M,School,Higher education,1
41,0.06802891306369672,18756.677881444823,56746.344279072575,3418.426744694095,2,F,Business Entity,Secondary / secondary special,0
53,2.2538749861694445,72478.27331372196,142180.7233029082,10052.896283995062,2,M,Business Entity,Lower secondary,1
23,4.59511188957535,37417.63151308155,100691.17277582161,5146.447629120323,2,M,Self-employed,Incomplete higher,0
58,9.439366071682317,65404.7422856677,215824.15073402593,22680.43866396158,2,F,Business Entity,Higher education,0
63,10.975030322925717,39777.14570996497,178288.36249748108,12801.550734383836,2,M,Other,Higher education,0
61,3.3067890000613422,123989.01085184062,464475.4058705335,42368.80687302941,1,M,Other,Secondary / secondary special,0
48,6.517538411893261,45223.22863177938,95697.54358243602,5047.595175605543,2,F,Self-employed,Secondary / secondary special,0
37,1.9023108393485133,68520.58364072973,140841.28412765483,14095.708195437748,2,F,Business Entity,Secondary / secondary special,0
41,2.0941683960897355,32111.091587448966,94508.39355111538,8227.737945706416,2,M,Business Entity,Higher education,0
42,1.081233938674644,40350.73157275369,71145.39980744636,7167.800652158474,2,M,Other,Secondary / secondary special,0
53,4.127089526438384,50057.888700384734,207465.9300618185,21839.83512309492,2,F,Other,Secondary / secondary special,0
38,1.8885018351961438,54388.239797061666,158002.64295704072,8887.174758344243,2,F,Business Entity,Higher education,0
47,0.4407195254068037,35614.371592920324,96179.57377102714,8701.024453031063,3,F,Business Entity,Higher education,0
41,5.776009815417202,36365.36882505826,119346.74621522462,11397.14670736508,3,M,Business Entity,Secondary / secondary special,0
61,6.150783271216536,46674.80912812729,185828.6959272043,16012.9168508312,2,F,Other,Secondary / secondary special,0
59,2.2313762852042833,46659.487466030136,162968.25937043162,10229.298917486818,1,M,Self-employed,Secondary / secondary special,0
47,0.39913206905382614,21752.213494604035,93717.44840028892,9905.166739140814,2,M,Business Entity,Secondary / secondary special,1
39,2.7782234432683413,40638.882154831204,150476.39196247727,18030.39473009321,2,M,Government,Secondary / secondary special,1
45,2.919988383415109,42633.13144154596,181527.43710088212,21392.811989747344,2,M,Business Entity,Secondary / secondary special,1
24,5.523215460774367,22288.829693571806,87789.85954179752,9167.6377680161,2,F,Self-employed,Secondary / secondary special,0
52,1.894722479993459,57123.074249189565,124295.80757638362,9852.622972855452,1,M,Self-employed,Secondary / secondary special,0
45,5.73795100886191,44639.40694170983,75138.86103725145,5531.0493183123735,2,F,Other,Secondary / secondary special,0
31,10.25868604709498,116462.50523800476,542935.2489941834,29751.877584871247,2,F,Government,Higher education,0
27,1.3556723278467617,35846.214359945545,172412.9991927344,13644.77187032478,3,M,Business Entity,Secondary / secondary special,1
33,15.0,64090.76379828539,259199.9071200629,15791.340098684032,2,F,Self-employed,Secondary / secondary special,0
33,2.441800512670727,47551.22289673018,191855.88808853252,13008.487267627535,2,F,Other,Secondary / secondary special,1
48,1.5548127613605471,94913.36083703981,232112.0269105956,26096.83661431597,2,F,Government,Higher education,1
59,2.736680313586211,22359.568322301275,75990.02106058411,8951.380872566919,2,M,Business Entity,Higher education,0
42,0.4957739216423337,28348.88553929425,140974.43859762553,16409.30200959825,2,M,Business Entity,Secondary / secondary special,1
30,0.6716923426111785,22746.038429876768,102277.62078599287,6498.198205245057,2,M,Business Entity,Incomplete higher,1
23,2.6758822917001126,34927.89935826854,89603.3426264679,10130.786400073106,2,F,Business Entity,Secondary / secondary special,1
61,7.18677045475199,20694.80219220451,52847.499533202594,3165.8490692892015,1,M,Business Entity,Secondary / secondary special,0
26,8.0,16931.956734250376,54055.61930122284,4623.713050254438,2,F,Business Entity,Secondary / secondary special,0
62,5.465407917012504,12497.554303041326,36444.05975935691,3464.2424234722657,2,M,Other,Secondary / secondary special,0
53,0.5558845195836958,12103.684574274868,33878.64476475997,2790.6748018846874,1,F,Government,Secondary / secondary special,0
60,5.574009614817712,50422.65440753405,186281.53919466844,21725.758937011844,2,F,Business Entity,Secondary / secondary special,0
37,5.045154993343608,28919.774392805684,44542.9202907718,3266.104758056417,1,M,Business Entity,Secondary / secondary special,0
35,8.193404718735943,19596.847090561696,81751.94607512455,7105.587822993494,2,F,Other,Secondary / secondary special,0
60,8.721956339334438,26120.094051850683,106836.02964561507,5906.0554903373095,2,F,School,Secondary / secondary special,0
38,10.132464969502974,27890.698537752225,122890.319166301,13475.626503617059,2,F,Other,Secondary / secondary special,0
21,2.6732997110107592,22419.802666647713,99657.7571723697,7866.5286842034275,3,F,Self-employed,Secondary / secondary special,0
67,5.984396701873584,81046.24908913444,282235.3712431849,27951.814481990925,2,F,Business Entity,Higher education,0
50,1.5615842195440386,73748.39058643498,311974.77639690635,30497.778793453912,3,F,Other,Higher education,0
44,26.0,80357.83877716643,259024.08654384132,25212.990792784116,2,F,Government,Secondary / secondary special,0
24,0.9638855790106513,39719.52636902997,191859.39005341905,16401.230329670245,2,M,School,Secondary / secondary special,0
23,0.05082965035226651,41782.47379847425,90561.20783259007,6287.330972407146,3,M,Self-employed,Secondary / secondary special,0
32,0.8055919918397724,26204.671393227472,123284.06465920783,11558.697091266458,2,M,Self-employed,Incomplete higher,0
35,7.477696268145683,23776.772717533568,57179.72081785609,6708.633917996604,2,M,Self-employed,Secondary / secondary special,0
49,2.9600308611514388,36712.140783536845,68267.39352323578,7398.577618548556,2,F,Self-employed,Secondary / secondary special,0
28,2.9665114705799596,50321.01250892109,152818.15013079278,8804.43070227285,3,F,Government,Secondary / secondary special,0
37,15.508011218327237,66031.29504199323,241160.1790743328,12449.440408038301,2,F,Self-employed,Secondary / secondary special,0
41,12.605876882670334,27639.61720481706,63805.076664251275,5418.837230699413,2,M,Other,Incomplete higher,0
32,1.863983431202181,19411.735320925767,66878.99632049353,6976.018001130927,1,F,Self-employed,Secondary / secondary special,0
65,1.1726540081384487,52417.32750811606,226842.62864940945,16326.585053485196,3,F,Business Entity,Incomplete higher,0
24,6.0,14631.44449444297,35112.50216795974,3479.181247119785,2,F,Government,Higher education,0
38,11.823317003732184,35610.460769099256,125745.09015412042,14490.171144883587,3,M,Business Entity,Higher education,0
59,3.900032003431764,37973.82224045103,102058.22010191345,8381.93093334314,3,M,Business Entity,Higher education,0
43,4.963479737630314,30049.644192668075,100792.20512725298,6762.267567184397,2,M,Business Entity,Secondary / secondary special,0
61,1.4847193855623686,16770.51301770877,64301.77887495174,7346.031361323862,2,F,Business Entity,Secondary / secondary special,0
31,8.067297138953888,30248.276768004675,82471.29143517907,6849.939902436784,2,M,Business Entity,Secondary / secondary special,1
54,5.000025410841258,82559.227637097,411201.92681311286,32299.397952100695,2,F,Business Entity,Secondary / secondary special,0
38,3.5009950447739953,48818.313626990646,169556.4110226858,12671.850941601346,2,M,Government,Secondary / secondary special,0
35,0.3099544778839912,64916.512551428976,284698.86084873957,22665.214155969465,2,M,Business Entity,Secondary / secondary special,0
22,4.0,19759.686117007568,79789.08456537376,7751.992272952596,2,M,Business Entity,Secondary / secondary special,0
20,2.0,41268.466575277744,185081.58640610933,14873.225486601541,3,F,Other,Secondary / secondary special,1
40,1.070244508329376,37955.518066471406,80021.74554456217,5817.234582910916,2,F,Other,Secondary / secondary special,0
43,4.661924212667134,38324.80921523495,87339.86345194762,8913.43802433715,2,F,Business Entity,Higher education,0
54,5.657692594690454,47950.42608852555,153726.14694331173,9870.448426288807,1,M,Other,Higher education,0
41,3.7303177643224106,39091.5359423872,175253.23373403374,11239.929363730838,2,M,Government,Higher education,1
66,6.331045230159587,20035.69002088931,43910.67976925604,4336.20103623599,1,F,Business Entity,Secondary / secondary special,0
36,4.354841771574166,49346.74200234163,241736.38579852058,26752.834580844603,2,M,Self-employed,Secondary / secondary special,1
42,14.760451170590441,55295.24176994241,107638.16436532329,7199.352657460438,1,M,Other,Secondary / secondary special,0
38,0.2759627414516401,70244.65404615634,148410.994985343,9406.103088463198,2,M,Self-employed,Secondary / secondary special,0
29,0.5616219163653398,71813.40393603117,149753.80123221222,14514.34982142248,2,M,Business Entity,Secondary / secondary special,0
58,0.9538152525163123,46083.78968558117,163644.49735788265,15293.589032279284,2,M,Business Entity,Higher education,0
50,5.858674872410888,20508.227907650464,96622.33751753141,7856.136578541383,2,M,Business Entity,Secondary / secondary special,1
67,5.186587072896024,16904.042658934297,40449.512188446264,2293.901737817917,3,F,Business Entity,Secondary / secondary special,0
21,3.0,32417.48435392241,111374.4489353575,6284.301072480906,2,F,Business Entity,Lower secondary,0
59,6.600238739585635,57511.22857370136,121647.96836864662,12701.741874002966,1,F,School,Higher education,0
24,3.549996796724711,55687.86474794996,206545.12851903783,16859.00615489158,2,M,Government,Higher education,0
39,21.0,41647.62533199763,80436.6483126065,8852.672218369433,1,F,School,Secondary / secondary special,0
50,1.5469667021728069,35657.69961861824,114803.0906136893,10358.838494029143,2,M,Business Entity,Higher education,0
34,8.95454894510633,94076.88120254758,356846.4375835405,33297.9369835172,2,F,Business Entity,Secondary / secondary special,0
41,2.7825189328898654,48388.426293423596,170663.44924049327,19693.47166224346,3,F,School,Secondary / secondary special,1
51,5.231073749893069,34764.89740934794,69182.20457824867,4256.304560991173,2,F,Other,Secondary / secondary special,0
45,6.496336879554972,26298.82362733511,54301.98986566189,4779.2102270096975,2,F,Self-employed,Secondary / secondary special,1
60,5.022251391385933,21931.89702119929,84434.91985753298,4565.3709548899415,2,M,School,Higher education,1
58,0.7570647556107114,20878.349516026068,90427.94281087647,6793.3768997730995,2,F,Business Entity,Higher education,0
56,2.925510454719124,21933.124089147386,102608.86606873068,6194.178642612261,3,F,Business Entity,Secondary / secondary special,1
39,4.121274739071498,41792.6621574127,181699.46239496206,11474.051655336381,2,F,Government,Secondary / secondary special,0
66,9.453826400254506,35988.87600167893,176659.80399572736,20392.835841335727,3,F,School,Secondary / secondary special,0
34,2.9317502258600934,30854.646036543574,90369.59624434981,8381.57915773226,2,M,Business Entity,Secondary / secondary special,0
51,12.550956433412374,52482.705095319245,139555.71880074288,15693.189809323483,3,M,Business Entity,Secondary / secondary special,0
23,2.902434870186342,89732.42514701028,143450.21950640707,11626.125721766615,2,F,Business Entity,Secondary / secondary special,0
63,3.9789997081816098,24060.494253472094,73977.24968202665,6793.703259485671,2,M,Business Entity,Secondary / secondary special,0
23,5.0,25922.250677512344,97980.93434676516,5119.172237782918,3,M,Other,Higher education,0
51,4.37415691560206,11985.75097096496,52185.123657071716,4324.328426249099,2,F,Business Entity,Secondary / secondary special,0
18,0.0,35840.52739579827,87310.88800087226,7812.924632316099,2,M,Other,Higher education,0
27,5.398989431558224,34070.586183876665,112350.12473270996,5749.45471696796,2,F,Self-employed,Secondary / secondary special,0
38,3.6981493127859846,56749.10263430123,216613.22449655243,22801.626965610452,2,F,School,Secondary / secondary special,1
22,0.11937357067918405,34772.90039159129,119292.26088842105,8431.530344314306,2,M,Government,Higher education,1
19,1.0,27063.61138111727,66551.38279321392,5435.5239770894095,3,F,School,Secondary / secondary special,0
39,1.7780091657846153,39988.327225760964,171429.5003119856,14999.073266923346,1,M,Government,Higher education,0
65,6.893727982112612,47979.74298032762,101081.97334473605,12074.625900204393,3,M,Business Entity,Higher education,0
19,1.0,16173.598514252191,75489.12950442194,4298.569218793053,3,M,Business Entity,Secondary / secondary special,0
27,1.1484502100925396,60080.793597635915,290435.8807125477,25810.911644371885,2,F,Government,Secondary / secondary special,0
51,1.0506371687426856,69783.39687655684,193963.39943682964,16902.279068690557,3,F,Business Entity,Higher education,0
33,0.6711759906518242,47749.676474842934,134493.4704822741,7373.426811922141,2,F,Business Entity,Secondary / secondary special,1
65,1.8626208649982976,22759.148373576616,93346.05318179032,8809.59773102209,2,F,Other,Secondary / secondary special,0
56,10.854369286152137,30852.921677318416,95551.80989280154,6696.252718043079,2,M,Other,Higher education,0
39,7.456685132175336,65606.97187459236,104980.04491443929,6011.551848126897,2,F,Other,Secondary / secondary special,0
